;S_times;d_dates;groups;p_times;r_dates
0;164.07683265203832;196901.29463931633;60;359.2073317319128;169968.15950487935
1;29.984767047384622;136490.40651150202;9;47.11341534344365;77108.2847336281
2;112.33252889772395;223582.32429804976;66;160.09522079314655;220587.72211893997
3;55.588827634566776;171802.4295662351;73;190.12012194110747;151775.96772933129
4;166.94765631517328;156266.92389154245;31;270.67788361217106;15465.876811948121
5;191.57247180378997;217233.9443101214;12;363.3413680185596;61074.357548819884
6;196.46732974565816;231050.11622882984;60;329.26512268004853;175510.90882790048
7;175.66951837188768;169861.46922854648;49;319.9720115184356;64413.17636394803
8;92.08142598642588;194988.3170384976;0;149.54596382914602;194705.38840544163
9;117.15598592075183;120422.92990638215;59;292.37667075015594;10396.81367164063
10;148.14728032344303;227836.03118919846;53;387.8427535267749;211077.43232999192
11;153.93256864933142;139921.98684736053;57;253.4853062117891;28165.2138178365
12;244.677979226246;135996.54942656987;39;444.2847460486953;2532.466729457072
13;57.704442509615916;141539.398383268;19;162.10321590206956;68630.21938460338
14;2.665956631329321;137181.5448837677;45;4.828665591274759;113824.25960627463
15;98.2904202616861;190230.09322795307;57;261.6765790763181;65565.09909160335
16;190.19328885128965;144608.30759223163;11;278.24457159001054;101124.8592715016
17;132.3477903243203;202169.47717750835;37;374.95473329948743;33077.048999804996
18;171.56489964404557;184742.59151332965;62;289.2431213399144;120209.9742320636
19;256.4462391133412;175118.37059715413;53;418.2331805554051;27508.64622852293
20;158.90949638547931;157124.6511042765;41;434.6559934559233;135194.52836554125
21;25.569867614833992;118433.18279150578;39;87.73139521982061;54437.96236489881
22;10.171790714323066;209432.72686919407;1;14.670045590639834;17289.32373290978
23;125.51160799015355;208650.7639164735;77;306.4341395079075;23333.374597399463
24;55.247077757464936;149613.53136084482;17;150.5069245524947;112089.680457929
25;99.1909714683318;200533.23513629023;73;316.5630822527962;39849.17173811013
26;179.9423273171651;246572.14433319087;72;309.52397546553686;129498.94521513376
27;207.17184191917175;229844.64781272347;66;409.633413795485;121129.71283267395
28;353.54264270253867;242830.5457363503;10;495.7981139515556;160981.55682019205
29;80.84821787378799;150777.04116916726;46;168.64811891910762;85713.93853215067
30;143.17647794785685;119630.43833189459;59;214.8446144882951;61063.9406695561
31;182.81738823271257;221568.00964488517;39;273.47087156994803;75111.01959513697
32;338.53327506979383;222108.16315454143;57;457.7473314137901;182909.17326505051
33;123.6627710962563;183744.8545229818;0;290.3358235644014;96486.42147088711
34;39.39337567368717;178085.0810968829;70;81.11753366983338;24495.944642938113
35;78.23776799164412;176070.82090312353;19;184.0981946706909;118549.58937229995
36;32.362283946365764;145779.51203996537;13;56.624077671292476;33082.728080042456
37;290.95417827685196;153037.10381096439;28;474.53246270202357;71571.23726189526
38;288.29975210212194;222228.15381090535;16;437.54063550692604;148858.7609120542
39;102.78834460878261;252516.7644030497;66;197.3264699463708;156072.05725592832
40;2.1932839616191133;238504.07109173323;28;4.854767104676267;214769.68353634412
41;41.70133704785298;156016.04500199636;19;124.67572487391101;25758.162740436437
42;116.88324760695794;148015.09558077547;57;436.35701702793614;39555.613952646316
43;294.40252879094237;212555.90676335798;38;396.5204954729185;118957.60728746514
44;242.7357551579326;224239.86702487845;16;363.3191266989319;195057.303218585
