;S_times;d_dates;groups;p_times;r_dates
0;92.41189561167775;76181.98486147667;15;298.0508375307456;10646.881557331226
1;79.75615908909265;104038.6014251436;20;137.04232010747447;47364.99542201456
2;110.3075858327024;117328.70594365665;19;366.7123223933673;77092.74731665067
3;108.18483379780193;74656.60742853768;20;267.96280034261173;11336.479494965104
4;38.47688145673372;114513.67608172691;26;82.53829188263441;23171.40224343864
5;47.37190404187524;109101.89564447958;16;98.89651772404726;65452.1132046077
6;113.93798970231272;70670.29975356928;32;187.8940085039808;39169.246472328196
7;115.38261050832762;116535.94372114427;25;180.8802837955729;40336.58214563326
8;124.04011386087653;79199.12209097321;0;393.7616445700237;9020.179209666596
9;1.088339535082838;92420.68109496016;32;3.3342169778263773;77676.1956439881
10;267.1433714421628;77941.15695020507;2;366.0773086628488;2701.142563421542
11;339.26125879203636;78987.91593017054;14;496.26433161447045;24143.61760139928
12;147.35515713942914;91350.55460777585;10;240.9369631142941;87789.55313597817
13;198.74928876839837;104489.8295123814;3;444.5768584194062;79114.17193580572
14;205.0610034104921;95645.69905769263;12;299.1324936320587;93257.3344208058
15;37.22784386668587;117341.45159986669;37;75.19051442250189;110920.30000852808
16;233.78635583512886;94412.25971814457;25;411.9619266998232;28541.521376055804
17;100.90029867889932;105934.14247624128;6;143.34240246314644;94620.87470964358
18;30.50476737285271;91106.76443589925;22;109.79430151766782;8482.975632883315
19;43.66193867027507;84303.40814408143;17;75.51484305352312;30287.389736959412
20;149.04376757524523;83560.76422942728;34;225.82565863146982;73505.9492839152
21;115.9645264412964;117542.5897141766;7;164.440276158196;19842.367100042324
22;103.77226518776149;85469.90934199285;20;247.73515926985158;18764.527468383625
23;136.45651972379963;93611.83870844857;10;367.5384222247571;45502.47882672633
24;32.4475936685231;109539.46771387858;39;110.9852954283854;82590.10828801176
25;175.32132891213973;96080.39895548274;32;284.1107140159182;47465.754155206
26;82.11161027019678;78362.04769591287;39;308.80116368770683;75688.22894063954
27;170.876678147777;78915.03811019362;17;414.15898613034915;21005.93750881072
28;173.03666937061138;81644.98785796961;6;338.3376753693762;28311.725985718116
29;64.02681725580288;106127.33872950409;0;167.73709290431466;60503.9187640612
30;10.23211537814759;81706.97832094051;32;36.49459968968826;32863.183964676966
31;65.11427932653189;72092.33988813667;23;103.17898769139788;22729.025966380024
32;82.48528660513865;89345.88063785792;37;224.22275225049233;56121.74185252287
33;108.3564386183691;121567.96066792018;2;180.8575655978619;87945.5182717899
34;112.63310350867147;103030.50743354067;31;417.02815557348885;51527.052451578245
35;44.48534663411135;117732.40050079889;35;66.17960931335865;54867.037827658074
36;124.39277335006467;59732.85373988142;0;417.1519475667171;34159.89385952867
37;76.54012200396548;88677.11514733892;13;171.1131827676621;68659.02662517305
38;26.774646108212636;116454.93645168413;2;46.84357270207965;94585.1151505629
39;133.9292147348195;57904.025250050014;34;219.54651310334006;55223.65549279921
40;127.5540955595318;67094.33024569621;9;433.539849937715;22633.860625825313
41;58.771313342463436;94492.37662352432;16;97.65127342863867;73604.41063844935
42;15.238801436354272;59149.493003460724;20;26.576635169174217;27850.3201043837
43;84.29352906238204;76889.85749865837;20;249.6644804891559;73045.87127472287
44;31.58612229465082;58576.02981727076;8;45.868286104963424;50043.73014472539
45;84.98352883335772;109199.93157227182;37;116.24210189671037;28711.380625838086
46;148.01336844015088;62471.39641056418;25;198.1592653303577;60666.22867330428
47;52.67189450874996;90504.10234073046;21;92.12120395296327;4000.9146067693737
48;81.66394013427198;92805.9899774731;12;151.53991759795412;50692.988344170575
49;233.33768372922452;60579.52312510018;8;336.8063559831087;38754.65943295925
50;145.4152196380699;69804.11235886277;30;395.79292725925126;59936.54901876331
51;82.2620088676466;75998.09857129163;10;123.81101431135463;29822.932416161322
52;255.50221245854223;84720.39575669405;26;342.9457293392494;9370.416032174684
53;238.23217654167462;76196.402834354;30;407.30770219255146;10388.686977731895
54;294.43204080118824;94640.41177142065;2;444.25011500220796;68869.73024633169
55;30.89243115434321;91512.94154728012;36;50.92338001626836;15471.204353646628
56;101.08261915858884;60529.95391777332;1;243.06037301503437;7438.187897417336
57;53.65003448076414;91979.01940289985;28;81.20661622455452;88342.75012014239
58;218.26013346827116;87890.32042491646;24;348.5779449745902;47782.610750671956
59;99.06831239730374;106969.22536964333;34;162.78639866947984;71580.88753388681
60;169.12126000530327;99457.93419060283;0;293.6806081297637;37941.77180745848
61;19.456192965318014;100432.6836576225;39;65.39490244507815;76021.93727396253
62;194.5482745038319;112038.99708869876;35;475.7328463257862;106742.02704063467
63;139.5332259430586;124193.79133403552;17;346.5153832467731;61253.39423965943
