;p_times;S_times;groups;d_dates;r_dates
0;326.2452890088126;226.7999081886517;80;205276.93270769907;190570.65096190202
1;272.2845967685034;97.048838148438;90;287156.08663455106;193748.34602847518
2;17.640659251836567;10.73069996817866;10;221964.9308136669;28413.0273154268
3;263.80763585546697;85.56974252158393;71;189482.08781360378;4843.453415221751
4;201.73777157639833;87.78577037304463;11;225862.25689308907;85130.13407106206
5;497.18544881934383;298.5922324136663;0;257755.1150773741;144487.88130619208
6;371.80504926037173;160.49991334983068;25;266192.21351141296;113792.8989043325
7;347.4132025493156;211.81847034545729;24;257688.9958357853;135537.02981388412
8;424.6711884710216;253.7735793937553;67;232754.97360412253;213266.3405839625
9;435.7624554403952;269.3437679702687;13;207366.16804205356;115008.6974398785
10;214.0256512190632;153.7543993604139;9;189610.1913446142;122734.78619755771
11;412.239811903382;229.09734277123718;68;299148.1387180456;60100.58623013829
12;363.2625794034102;235.85642464268662;2;255536.95265197678;77379.36054074219
13;111.99209391620155;81.26429123304729;20;203157.81974889757;151090.9686473247
14;387.9354419352485;242.48449990432138;26;279522.3749963888;35525.187726764176
15;491.5999588095056;345.67977771406;3;189037.17026346433;107393.58426089562
16;389.50263500269244;253.0754217189799;8;259938.02338461523;84709.2414947854
17;386.19157340470514;249.5816476413735;8;226398.4341668868;215444.28306734908
18;326.6631953416909;201.6626753399006;85;255788.02350827982;37250.20831401035
19;199.30588241898496;98.03911270167688;47;228906.09132616685;66927.96129929215
20;367.631818452777;261.8752608225245;20;290851.4004246326;192938.40660090893
21;37.380658302344514;27.559564179265504;3;248457.8545502739;5460.139138154724
22;402.4452026100541;102.96916300171873;52;273678.32314112876;163663.52649685057
23;121.2932284861312;38.50800980531803;33;270966.9200702475;135343.12093415356
24;267.3387118823072;94.61450188090329;30;207873.90870931116;152444.09025890016
25;78.93675437417103;52.09773530572126;49;183864.3075840819;114189.72467743709
26;256.41395154598865;83.38002701134013;46;284229.15544854547;174375.07577031644
27;225.04634938101304;147.3611066682243;31;252060.61217968754;56091.162362314615
28;127.91652653117194;49.60505373607109;2;206281.62907398673;4379.658258863307
29;157.2886876556654;92.57523938356425;62;232004.75380062326;136513.11463820073
30;258.1627246487722;153.3953290851108;68;228975.22790271105;177167.14191507647
31;378.2737888815464;95.07608748781409;45;205580.40242078254;190549.7794937436
32;119.37009723863939;60.9646240473666;94;247808.6495790291;213978.03502189775
33;335.11007268029175;120.01227424384865;47;220827.40019499115;208099.24903011648
34;354.3373311316487;248.7726246990893;63;288560.22863408586;56467.639638130044
35;341.0687023382253;182.19016840302038;41;298681.05065412563;269494.8606720949
36;459.11762841188437;275.8197586018384;76;215050.05832644025;199218.24178474583
37;497.03203310390944;357.75804042432327;97;209879.34249404346;198150.046896197
38;434.14738690155343;261.9962979956432;29;229571.73522218564;188572.18524326428
39;205.76936307447338;135.54855566971887;21;198719.33112345767;6707.476167786371
40;7.036679294278331;4.060320864388533;79;203103.10748452053;148352.636490987
41;369.2684490012582;261.14711001197867;32;206371.17857429973;158423.37234748396
42;335.12029108546767;217.11866127479843;2;248787.42041752365;231850.1967776254
43;157.5283097245834;85.99606056702179;28;298639.8664603184;143225.67559726295
44;180.5979702968693;80.83981910833495;6;190561.18750208677;158230.15023490603
45;114.07428154591105;38.58224172331904;9;277630.0698639079;236244.56649680473
46;329.7366969460223;104.55911372198567;98;195856.9281344828;82131.07650396822
47;437.43221253537564;136.09741457671387;8;220538.451355935;180856.8904033794
48;70.47781011372761;47.204683347572754;79;215944.18201553088;117084.32621964414
49;86.2686470335856;55.90711804640742;52;278771.0654781427;86080.94134311484
50;268.80976857709885;87.25095816890628;49;272753.7726995764;237724.14745880687
51;468.7851958220718;160.1417064814326;17;198130.8851981088;185060.96540438067
52;214.01838232327037;147.93292313463894;85;209323.08965048706;40172.56513201181
53;146.37167693067352;51.90455035704344;14;228802.23279642343;214001.2136168368
54;353.21389049924596;244.87839143626047;24;188085.56132571297;70335.37806740105
55;234.73643144119632;160.5635010162397;80;199577.6234543968;5923.812840414821
56;432.68496769660555;285.1227470715801;92;290193.85998560284;210875.74659638637
57;405.42300962802244;227.9394146691029;44;274917.9598150656;22479.212154764115
58;61.77800953070306;44.914401763372375;46;194633.52879219662;143424.66511887874
59;317.1071955910278;204.88775097920876;4;190001.91950344978;62164.07013599763
60;414.2144642150022;142.24892038889286;51;274573.4047076733;105736.01770834625
61;458.2859808239105;131.6259340655706;83;295270.29419896565;243537.27602929997
