;S_times;d_dates;groups;p_times;r_dates
0;177.76226623256935;58968.677289970976;5;311.0839456155127;22485.708190200145
1;200.9818539207225;56047.73697269244;13;333.3970522516107;38319.06567442541
2;137.95800429513855;49571.923608094745;18;365.6736252825665;45604.83302168083
3;88.45766287016346;48057.107917841335;3;240.71779536407277;36242.19436889959
4;137.60218786613936;33608.51977533138;9;228.38104636580022;9906.181911541007
5;65.53385561914398;47183.8943153439;19;198.32979780362925;10458.52088648176
6;215.22238638094262;61660.734346414174;1;474.60050697601497;55969.99040183609
7;338.6951415750618;44095.79029282809;5;491.16745472353523;17658.301767855788
8;226.1446009379485;29636.1272201222;2;435.5160439324651;1931.7798495123325
9;235.9228928145341;42416.50577302534;2;366.1337205384522;25697.672466755637
10;178.65536377189315;48321.8789835466;16;374.64842436706454;26696.687704239386
11;278.7673733455706;50252.28798779044;2;402.70158183255035;23332.504511459512
12;206.06375350330478;40831.70636622078;10;389.8878249596458;4007.238609190241
13;116.949451829371;53150.990833648626;2;175.56788787722476;32584.86333594018
14;90.09535593822993;33618.163678859935;8;204.52192425614552;28115.180534261075
15;11.958207731826173;43292.30796075779;9;44.82653171354804;31239.804616502308
16;177.75749785962876;50534.03653110535;8;450.57717841495963;26218.365227051334
17;71.60726257104126;49605.31109365336;8;229.87004042351884;3375.839505531522
18;73.16672336694837;56210.29948946321;3;168.70395938795488;37347.73957987073
19;27.418436627285022;57481.783747702924;3;108.64676553826585;1075.211955090915
20;205.8021300686346;63986.572258547705;13;430.2661711096578;53390.904460209335
21;143.3592387031782;57979.909845942675;19;376.1162657218723;11774.833853116674
22;145.06183746719424;49204.81354231408;11;250.5678482330397;46295.36980205011
23;9.587547624494515;51689.184046479495;1;14.541205755504967;4312.8065282396265
24;115.24991233190991;55077.73536143161;5;320.8806164444014;37832.64264936922
25;212.92228242396644;45245.92757490542;7;367.26305523364385;29367.32323894398
26;107.59994426846524;61945.69043391285;0;221.64766787634113;54586.04841917337
27;4.682671058189554;60484.25978655032;17;12.270791599432235;47204.792000075475
28;21.841035709430646;42675.612604265254;17;50.09125022189953;8951.384846723562
29;234.39017242156874;58453.51518707404;14;404.8870538968438;2921.967530601275
30;85.07897464564604;30347.161611895684;16;162.54413637257719;22951.7473992384
31;37.84268262558114;44639.38264352388;1;95.58461484092571;15455.653464907025
32;160.33552962522452;34334.22610728595;5;328.92211691928827;3977.7070266961578
33;296.0018540302442;51104.27204365263;3;496.5373527768281;29410.315357789033
