Column 1,random order,unique_id,tabu tenure,first x,size,time binned,Goalfunction
0,False,10medium,10,1,medium,0,"11460,603898"
0,False,10medium,10,1,medium,1,"11284,189922"
0,False,10medium,10,1,medium,2,"10981,350477"
0,False,10medium,10,1,medium,3,"10810,881195"
0,False,10medium,10,1,medium,4,"10621,197459"
0,False,10medium,10,1,medium,5,"10350,782252"
0,False,10medium,10,1,medium,6,"9848,3095172"
0,False,10medium,10,1,medium,7,"9655,4703077"
0,False,10medium,10,1,medium,8,"8912,2871637"
0,False,10medium,10,1,medium,9,"8343,9437353"
0,False,10medium,10,1,medium,10,"6239,1295351"
0,False,10medium,10,1,medium,11,"3545,5511292"
0,False,10medium,10,1,medium,12,"1147,3032977"
0,False,10medium,10,1,medium,13,"350,02547453"
0,False,10medium,10,1,medium,14,"44,289045871"
0,False,10medium,10,1,medium,15,0
0,False,10medium,10,1,medium,16,0
0,False,10medium,10,1,medium,17,0
0,False,10medium,10,1,medium,18,0
0,False,10medium,10,1,medium,19,0
0,False,10medium,10,1,medium,20,0
0,False,10medium,10,1,medium,21,0
0,False,10medium,10,1,medium,22,0
0,False,10medium,10,1,medium,23,0
0,False,10medium,10,1,medium,24,0
0,False,10medium,10,1,medium,25,0
0,False,10medium,10,1,medium,26,0
0,False,10medium,10,1,medium,27,0
0,False,10medium,10,1,medium,28,0
0,False,10medium,10,1,medium,29,0
0,False,10medium,10,1,medium,30,0
0,False,10medium,10,1,medium,31,0
0,False,10medium,10,1,medium,32,0
0,False,10medium,10,1,medium,33,0
0,False,10medium,10,1,medium,34,0
0,False,10medium,10,1,medium,35,0
0,False,10medium,10,1,medium,36,0
0,False,10medium,10,1,medium,37,0
0,False,10medium,10,1,medium,38,0
0,False,10medium,10,1,medium,39,0
0,False,10medium,10,1,medium,40,0
0,False,10medium,10,1,medium,41,0
0,False,10medium,10,1,medium,42,0
0,False,10medium,10,1,medium,43,0
0,False,10medium,10,1,medium,44,0
0,False,10medium,10,1,medium,45,0
0,False,10medium,10,1,medium,46,0
0,False,10medium,10,1,medium,47,0
0,False,10medium,10,1,medium,48,0
0,False,10medium,10,1,medium,49,0
0,False,10medium,10,1,medium,50,0
0,False,10medium,10,1,medium,51,0
0,False,10medium,10,1,medium,52,0
0,False,10medium,10,1,medium,53,0
0,False,10medium,10,1,medium,54,0
0,False,10medium,10,1,medium,55,0
0,False,10medium,10,1,medium,56,0
0,False,10medium,10,1,medium,57,0
0,False,10medium,10,1,medium,58,0
0,False,10medium,10,1,medium,59,0
0,False,10medium,10,1,medium,60,0
0,False,10medium,10,1,medium,61,0
1,False,10medium,10,5,medium,0,"8394,7891278"
1,False,10medium,10,5,medium,1,"7964,8601507"
1,False,10medium,10,5,medium,2,"7762,8834245"
1,False,10medium,10,5,medium,3,"7536,9761324"
1,False,10medium,10,5,medium,4,"7091,0243189"
1,False,10medium,10,5,medium,5,"6503,3060428"
1,False,10medium,10,5,medium,6,"6191,558102"
1,False,10medium,10,5,medium,7,"5885,2338573"
1,False,10medium,10,5,medium,8,"5474,7219102"
1,False,10medium,10,5,medium,9,"5018,2252916"
1,False,10medium,10,5,medium,10,"4795,336966"
1,False,10medium,10,5,medium,11,"4479,7981112"
1,False,10medium,10,5,medium,12,"4274,4585496"
1,False,10medium,10,5,medium,13,"4132,0903463"
1,False,10medium,10,5,medium,14,"4034,2998134"
1,False,10medium,10,5,medium,15,"3962,5492077"
1,False,10medium,10,5,medium,16,"3790,0708713"
1,False,10medium,10,5,medium,17,"3684,1073275"
1,False,10medium,10,5,medium,18,"3597,7499847"
1,False,10medium,10,5,medium,19,"3529,4610363"
1,False,10medium,10,5,medium,20,"3492,3373025"
1,False,10medium,10,5,medium,21,"3404,8654753"
1,False,10medium,10,5,medium,22,"3231,7035811"
1,False,10medium,10,5,medium,23,"2850,9713927"
1,False,10medium,10,5,medium,24,"2734,9298133"
1,False,10medium,10,5,medium,25,"2596,2577922"
1,False,10medium,10,5,medium,26,"2489,7128194"
1,False,10medium,10,5,medium,27,"2079,579929"
1,False,10medium,10,5,medium,28,"2011,4978349"
1,False,10medium,10,5,medium,29,"1952,9220048"
1,False,10medium,10,5,medium,30,"1831,5924816"
1,False,10medium,10,5,medium,31,"1796,8008452"
1,False,10medium,10,5,medium,32,"1686,5736668"
1,False,10medium,10,5,medium,33,"1608,5941652"
1,False,10medium,10,5,medium,34,"1546,105977"
1,False,10medium,10,5,medium,35,"1523,5695889"
1,False,10medium,10,5,medium,36,"1408,9922166"
1,False,10medium,10,5,medium,37,"1346,2414705"
1,False,10medium,10,5,medium,38,"1311,0000818"
1,False,10medium,10,5,medium,39,"1207,8325237"
1,False,10medium,10,5,medium,40,"1177,14984"
1,False,10medium,10,5,medium,41,"1083,5915573"
1,False,10medium,10,5,medium,42,"1041,3154155"
1,False,10medium,10,5,medium,43,"1019,7523181"
1,False,10medium,10,5,medium,44,"917,39994396"
1,False,10medium,10,5,medium,45,"867,51692504"
1,False,10medium,10,5,medium,46,"827,14161473"
1,False,10medium,10,5,medium,47,"827,14161473"
1,False,10medium,10,5,medium,48,"763,27768398"
1,False,10medium,10,5,medium,49,"745,63780631"
1,False,10medium,10,5,medium,50,"600,4185963"
1,False,10medium,10,5,medium,51,"546,32617737"
1,False,10medium,10,5,medium,52,"416,22443733"
1,False,10medium,10,5,medium,53,"306,51093056"
1,False,10medium,10,5,medium,54,"246,2348918"
1,False,10medium,10,5,medium,55,"246,2348918"
1,False,10medium,10,5,medium,56,"175,75967617"
1,False,10medium,10,5,medium,57,"175,75967617"
1,False,10medium,10,5,medium,58,"101,71446404"
1,False,10medium,10,5,medium,59,0
1,False,10medium,10,5,medium,60,0
1,False,10medium,10,5,medium,61,0
2,False,10medium,10,10,medium,0,"8363,6053764"
2,False,10medium,10,10,medium,1,"7810,9420111"
2,False,10medium,10,10,medium,2,"7382,9243889"
2,False,10medium,10,10,medium,3,"6948,7664828"
2,False,10medium,10,10,medium,4,"6523,8235179"
2,False,10medium,10,10,medium,5,"6148,2120223"
2,False,10medium,10,10,medium,6,"5863,1566798"
2,False,10medium,10,10,medium,7,"5794,7466014"
2,False,10medium,10,10,medium,8,"5525,6066284"
2,False,10medium,10,10,medium,9,"5453,9790061"
2,False,10medium,10,10,medium,10,"5444,0413272"
2,False,10medium,10,10,medium,11,"5088,0874975"
2,False,10medium,10,10,medium,12,"4730,3904623"
2,False,10medium,10,10,medium,13,"4381,1597726"
2,False,10medium,10,10,medium,14,"4294,8024299"
2,False,10medium,10,10,medium,15,"4066,3318728"
2,False,10medium,10,10,medium,16,"4031,4085696"
2,False,10medium,10,10,medium,17,"3778,6065998"
2,False,10medium,10,10,medium,18,"3674,9788988"
2,False,10medium,10,10,medium,19,"3547,9320172"
2,False,10medium,10,10,medium,20,"3236,2986241"
2,False,10medium,10,10,medium,21,"3139,7370124"
2,False,10medium,10,10,medium,22,"2999,0921307"
2,False,10medium,10,10,medium,23,"2554,628271"
2,False,10medium,10,10,medium,24,"2554,628271"
2,False,10medium,10,10,medium,25,"2077,0829594"
2,False,10medium,10,10,medium,26,"1874,7439099"
2,False,10medium,10,10,medium,27,"1675,432281"
2,False,10medium,10,10,medium,28,"1515,5929738"
2,False,10medium,10,10,medium,29,"1377,184027"
2,False,10medium,10,10,medium,30,"1253,0568888"
2,False,10medium,10,10,medium,31,"1189,0391207"
2,False,10medium,10,10,medium,32,"1189,0391207"
2,False,10medium,10,10,medium,33,"990,3029962"
2,False,10medium,10,10,medium,34,"930,3856923"
2,False,10medium,10,10,medium,35,"923,08305178"
2,False,10medium,10,10,medium,36,"835,49365657"
2,False,10medium,10,10,medium,37,"753,48691793"
2,False,10medium,10,10,medium,38,"644,28980988"
2,False,10medium,10,10,medium,39,"450,07201643"
2,False,10medium,10,10,medium,40,"387,41464826"
2,False,10medium,10,10,medium,41,"226,25748548"
2,False,10medium,10,10,medium,42,"173,08443101"
2,False,10medium,10,10,medium,43,"132,23755175"
2,False,10medium,10,10,medium,44,"95,113818011"
2,False,10medium,10,10,medium,45,0
2,False,10medium,10,10,medium,46,0
2,False,10medium,10,10,medium,47,0
2,False,10medium,10,10,medium,48,0
2,False,10medium,10,10,medium,49,0
2,False,10medium,10,10,medium,50,0
2,False,10medium,10,10,medium,51,0
2,False,10medium,10,10,medium,52,0
2,False,10medium,10,10,medium,53,0
2,False,10medium,10,10,medium,54,0
2,False,10medium,10,10,medium,55,0
2,False,10medium,10,10,medium,56,0
2,False,10medium,10,10,medium,57,0
2,False,10medium,10,10,medium,58,0
2,False,10medium,10,10,medium,59,0
2,False,10medium,10,10,medium,60,0
2,False,10medium,10,10,medium,61,0
3,False,10medium,50,1,medium,0,"11443,791606"
3,False,10medium,50,1,medium,1,"11284,189922"
3,False,10medium,50,1,medium,2,"10998,162769"
3,False,10medium,50,1,medium,3,"10823,683361"
3,False,10medium,50,1,medium,4,"10786,091147"
3,False,10medium,50,1,medium,5,"10446,913947"
3,False,10medium,50,1,medium,6,"9905,7219278"
3,False,10medium,50,1,medium,7,"9721,5584958"
3,False,10medium,50,1,medium,8,"9030,265794"
3,False,10medium,50,1,medium,9,"8792,0578863"
3,False,10medium,50,1,medium,10,"8174,8085869"
3,False,10medium,50,1,medium,11,"5402,3003204"
3,False,10medium,50,1,medium,12,"1234,0702432"
3,False,10medium,50,1,medium,13,"418,46265264"
3,False,10medium,50,1,medium,14,"243,13168916"
3,False,10medium,50,1,medium,15,0
3,False,10medium,50,1,medium,16,0
3,False,10medium,50,1,medium,17,0
3,False,10medium,50,1,medium,18,0
3,False,10medium,50,1,medium,19,0
3,False,10medium,50,1,medium,20,0
3,False,10medium,50,1,medium,21,0
3,False,10medium,50,1,medium,22,0
3,False,10medium,50,1,medium,23,0
3,False,10medium,50,1,medium,24,0
3,False,10medium,50,1,medium,25,0
3,False,10medium,50,1,medium,26,0
3,False,10medium,50,1,medium,27,0
3,False,10medium,50,1,medium,28,0
3,False,10medium,50,1,medium,29,0
3,False,10medium,50,1,medium,30,0
3,False,10medium,50,1,medium,31,0
3,False,10medium,50,1,medium,32,0
3,False,10medium,50,1,medium,33,0
3,False,10medium,50,1,medium,34,0
3,False,10medium,50,1,medium,35,0
3,False,10medium,50,1,medium,36,0
3,False,10medium,50,1,medium,37,0
3,False,10medium,50,1,medium,38,0
3,False,10medium,50,1,medium,39,0
3,False,10medium,50,1,medium,40,0
3,False,10medium,50,1,medium,41,0
3,False,10medium,50,1,medium,42,0
3,False,10medium,50,1,medium,43,0
3,False,10medium,50,1,medium,44,0
3,False,10medium,50,1,medium,45,0
3,False,10medium,50,1,medium,46,0
3,False,10medium,50,1,medium,47,0
3,False,10medium,50,1,medium,48,0
3,False,10medium,50,1,medium,49,0
3,False,10medium,50,1,medium,50,0
3,False,10medium,50,1,medium,51,0
3,False,10medium,50,1,medium,52,0
3,False,10medium,50,1,medium,53,0
3,False,10medium,50,1,medium,54,0
3,False,10medium,50,1,medium,55,0
3,False,10medium,50,1,medium,56,0
3,False,10medium,50,1,medium,57,0
3,False,10medium,50,1,medium,58,0
3,False,10medium,50,1,medium,59,0
3,False,10medium,50,1,medium,60,0
3,False,10medium,50,1,medium,61,0
4,False,10medium,50,5,medium,0,"8464,8811095"
4,False,10medium,50,5,medium,1,"8109,7771597"
4,False,10medium,50,5,medium,2,"7862,8348186"
4,False,10medium,50,5,medium,3,"7574,0440274"
4,False,10medium,50,5,medium,4,"7290,9682189"
4,False,10medium,50,5,medium,5,"6752,1719338"
4,False,10medium,50,5,medium,6,"6410,5860581"
4,False,10medium,50,5,medium,7,"6037,3327126"
4,False,10medium,50,5,medium,8,"5736,8326479"
4,False,10medium,50,5,medium,9,"5231,1271179"
4,False,10medium,50,5,medium,10,"4897,9960142"
4,False,10medium,50,5,medium,11,"4795,336966"
4,False,10medium,50,5,medium,12,"4349,9253879"
4,False,10medium,50,5,medium,13,"4274,4585496"
4,False,10medium,50,5,medium,14,"4132,0903463"
4,False,10medium,50,5,medium,15,"3962,5492077"
4,False,10medium,50,5,medium,16,"3909,5047264"
4,False,10medium,50,5,medium,17,"3790,0708713"
4,False,10medium,50,5,medium,18,"3684,1073275"
4,False,10medium,50,5,medium,19,"3597,7499847"
4,False,10medium,50,5,medium,20,"3529,4610363"
4,False,10medium,50,5,medium,21,"3492,3373025"
4,False,10medium,50,5,medium,22,"3404,8654753"
4,False,10medium,50,5,medium,23,"3231,7035811"
4,False,10medium,50,5,medium,24,"2850,9713927"
4,False,10medium,50,5,medium,25,"2734,9298133"
4,False,10medium,50,5,medium,26,"2596,2577922"
4,False,10medium,50,5,medium,27,"2489,7128194"
4,False,10medium,50,5,medium,28,"2276,536212"
4,False,10medium,50,5,medium,29,"2011,4978349"
4,False,10medium,50,5,medium,30,"1952,9220048"
4,False,10medium,50,5,medium,31,"1952,9220048"
4,False,10medium,50,5,medium,32,"1796,8008452"
4,False,10medium,50,5,medium,33,"1686,5736668"
4,False,10medium,50,5,medium,34,"1608,5941652"
4,False,10medium,50,5,medium,35,"1546,105977"
4,False,10medium,50,5,medium,36,"1523,5695889"
4,False,10medium,50,5,medium,37,"1408,9922166"
4,False,10medium,50,5,medium,38,"1384,2925907"
4,False,10medium,50,5,medium,39,"1346,2414705"
4,False,10medium,50,5,medium,40,"1311,0000818"
4,False,10medium,50,5,medium,41,"1207,8325237"
4,False,10medium,50,5,medium,42,"1177,14984"
4,False,10medium,50,5,medium,43,"1083,5915573"
4,False,10medium,50,5,medium,44,"1041,3154155"
4,False,10medium,50,5,medium,45,"1019,7523181"
4,False,10medium,50,5,medium,46,"917,39994396"
4,False,10medium,50,5,medium,47,"867,51692504"
4,False,10medium,50,5,medium,48,"827,14161473"
4,False,10medium,50,5,medium,49,"763,27768398"
4,False,10medium,50,5,medium,50,"745,63780631"
4,False,10medium,50,5,medium,51,"600,4185963"
4,False,10medium,50,5,medium,52,"546,32617737"
4,False,10medium,50,5,medium,53,"546,32617737"
4,False,10medium,50,5,medium,54,"416,22443733"
4,False,10medium,50,5,medium,55,"306,51093056"
4,False,10medium,50,5,medium,56,"246,2348918"
4,False,10medium,50,5,medium,57,"246,2348918"
4,False,10medium,50,5,medium,58,"175,75967617"
4,False,10medium,50,5,medium,59,"175,75967617"
4,False,10medium,50,5,medium,60,"101,71446404"
4,False,10medium,50,5,medium,61,"101,71446404"
5,False,10medium,50,10,medium,0,"8363,6053764"
5,False,10medium,50,10,medium,1,"7810,9420111"
5,False,10medium,50,10,medium,2,"7382,9243889"
5,False,10medium,50,10,medium,3,"6731,0261129"
5,False,10medium,50,10,medium,4,"6523,8235179"
5,False,10medium,50,10,medium,5,"6148,2120223"
5,False,10medium,50,10,medium,6,"5863,1566798"
5,False,10medium,50,10,medium,7,"5563,0677663"
5,False,10medium,50,10,medium,8,"5525,6066284"
5,False,10medium,50,10,medium,9,"5453,9790061"
5,False,10medium,50,10,medium,10,"5250,5594008"
5,False,10medium,50,10,medium,11,"4874,9108901"
5,False,10medium,50,10,medium,12,"4482,3478527"
5,False,10medium,50,10,medium,13,"4381,1597726"
5,False,10medium,50,10,medium,14,"4208,8877545"
5,False,10medium,50,10,medium,15,"4066,3318728"
5,False,10medium,50,10,medium,16,"3778,6065998"
5,False,10medium,50,10,medium,17,"3674,9788988"
5,False,10medium,50,10,medium,18,"3547,9320172"
5,False,10medium,50,10,medium,19,"3368,9326338"
5,False,10medium,50,10,medium,20,"3236,2986241"
5,False,10medium,50,10,medium,21,"2999,0921307"
5,False,10medium,50,10,medium,22,"2855,6345703"
5,False,10medium,50,10,medium,23,"2554,628271"
5,False,10medium,50,10,medium,24,"2261,8028614"
5,False,10medium,50,10,medium,25,"1874,7439099"
5,False,10medium,50,10,medium,26,"1675,432281"
5,False,10medium,50,10,medium,27,"1515,5929738"
5,False,10medium,50,10,medium,28,"1377,184027"
5,False,10medium,50,10,medium,29,"1253,0568888"
5,False,10medium,50,10,medium,30,"1189,0391207"
5,False,10medium,50,10,medium,31,"1189,0391207"
5,False,10medium,50,10,medium,32,"990,3029962"
5,False,10medium,50,10,medium,33,"930,3856923"
5,False,10medium,50,10,medium,34,"923,08305178"
5,False,10medium,50,10,medium,35,"835,49365657"
5,False,10medium,50,10,medium,36,"753,48691793"
5,False,10medium,50,10,medium,37,"644,28980988"
5,False,10medium,50,10,medium,38,"450,07201643"
5,False,10medium,50,10,medium,39,"387,41464826"
5,False,10medium,50,10,medium,40,"226,25748548"
5,False,10medium,50,10,medium,41,"173,08443101"
5,False,10medium,50,10,medium,42,"132,23755175"
5,False,10medium,50,10,medium,43,"95,113818011"
5,False,10medium,50,10,medium,44,0
5,False,10medium,50,10,medium,45,0
5,False,10medium,50,10,medium,46,0
5,False,10medium,50,10,medium,47,0
5,False,10medium,50,10,medium,48,0
5,False,10medium,50,10,medium,49,0
5,False,10medium,50,10,medium,50,0
5,False,10medium,50,10,medium,51,0
5,False,10medium,50,10,medium,52,0
5,False,10medium,50,10,medium,53,0
5,False,10medium,50,10,medium,54,0
5,False,10medium,50,10,medium,55,0
5,False,10medium,50,10,medium,56,0
5,False,10medium,50,10,medium,57,0
5,False,10medium,50,10,medium,58,0
5,False,10medium,50,10,medium,59,0
5,False,10medium,50,10,medium,60,0
5,False,10medium,50,10,medium,61,0
6,False,10medium,100,1,medium,0,"11460,603898"
6,False,10medium,100,1,medium,1,"11284,189922"
6,False,10medium,100,1,medium,2,"11010,670794"
6,False,10medium,100,1,medium,3,"10895,433967"
6,False,10medium,100,1,medium,4,"10621,197459"
6,False,10medium,100,1,medium,5,"10350,782252"
6,False,10medium,100,1,medium,6,"9871,4406695"
6,False,10medium,100,1,medium,7,"9757,8328761"
6,False,10medium,100,1,medium,8,"9171,5240288"
6,False,10medium,100,1,medium,9,"8792,0578863"
6,False,10medium,100,1,medium,10,"8114,5713096"
6,False,10medium,100,1,medium,11,"5358,1088239"
6,False,10medium,100,1,medium,12,"1234,0702432"
6,False,10medium,100,1,medium,13,"452,7439109"
6,False,10medium,100,1,medium,14,"288,72282771"
6,False,10medium,100,1,medium,15,0
6,False,10medium,100,1,medium,16,0
6,False,10medium,100,1,medium,17,0
6,False,10medium,100,1,medium,18,0
6,False,10medium,100,1,medium,19,0
6,False,10medium,100,1,medium,20,0
6,False,10medium,100,1,medium,21,0
6,False,10medium,100,1,medium,22,0
6,False,10medium,100,1,medium,23,0
6,False,10medium,100,1,medium,24,0
6,False,10medium,100,1,medium,25,0
6,False,10medium,100,1,medium,26,0
6,False,10medium,100,1,medium,27,0
6,False,10medium,100,1,medium,28,0
6,False,10medium,100,1,medium,29,0
6,False,10medium,100,1,medium,30,0
6,False,10medium,100,1,medium,31,0
6,False,10medium,100,1,medium,32,0
6,False,10medium,100,1,medium,33,0
6,False,10medium,100,1,medium,34,0
6,False,10medium,100,1,medium,35,0
6,False,10medium,100,1,medium,36,0
6,False,10medium,100,1,medium,37,0
6,False,10medium,100,1,medium,38,0
6,False,10medium,100,1,medium,39,0
6,False,10medium,100,1,medium,40,0
6,False,10medium,100,1,medium,41,0
6,False,10medium,100,1,medium,42,0
6,False,10medium,100,1,medium,43,0
6,False,10medium,100,1,medium,44,0
6,False,10medium,100,1,medium,45,0
6,False,10medium,100,1,medium,46,0
6,False,10medium,100,1,medium,47,0
6,False,10medium,100,1,medium,48,0
6,False,10medium,100,1,medium,49,0
6,False,10medium,100,1,medium,50,0
6,False,10medium,100,1,medium,51,0
6,False,10medium,100,1,medium,52,0
6,False,10medium,100,1,medium,53,0
6,False,10medium,100,1,medium,54,0
6,False,10medium,100,1,medium,55,0
6,False,10medium,100,1,medium,56,0
6,False,10medium,100,1,medium,57,0
6,False,10medium,100,1,medium,58,0
6,False,10medium,100,1,medium,59,0
6,False,10medium,100,1,medium,60,0
6,False,10medium,100,1,medium,61,0
7,False,10medium,100,5,medium,0,"8464,8811095"
7,False,10medium,100,5,medium,1,"7964,8601507"
7,False,10medium,100,5,medium,2,"7862,8348186"
7,False,10medium,100,5,medium,3,"7536,9761324"
7,False,10medium,100,5,medium,4,"7290,9682189"
7,False,10medium,100,5,medium,5,"6752,1719338"
7,False,10medium,100,5,medium,6,"6258,8578455"
7,False,10medium,100,5,medium,7,"5885,2338573"
7,False,10medium,100,5,medium,8,"5603,32403"
7,False,10medium,100,5,medium,9,"5231,1271179"
7,False,10medium,100,5,medium,10,"4897,9960142"
7,False,10medium,100,5,medium,11,"4795,336966"
7,False,10medium,100,5,medium,12,"4349,9253879"
7,False,10medium,100,5,medium,13,"4274,4585496"
7,False,10medium,100,5,medium,14,"4034,2998134"
7,False,10medium,100,5,medium,15,"3962,5492077"
7,False,10medium,100,5,medium,16,"3909,5047264"
7,False,10medium,100,5,medium,17,"3790,0708713"
7,False,10medium,100,5,medium,18,"3684,1073275"
7,False,10medium,100,5,medium,19,"3582,9272755"
7,False,10medium,100,5,medium,20,"3492,3373025"
7,False,10medium,100,5,medium,21,"3492,3373025"
7,False,10medium,100,5,medium,22,"3404,8654753"
7,False,10medium,100,5,medium,23,"3099,1185301"
7,False,10medium,100,5,medium,24,"2850,9713927"
7,False,10medium,100,5,medium,25,"2596,2577922"
