;S_times;d_dates;groups;p_times;r_dates
0;201.27467535447926;174276.32862310007;37;477.40825776720936;126375.37436777039
1;123.1775312565053;252974.51128328918;23;443.16304526270625;86819.76066115157
2;73.63271433458836;210510.45095235642;73;106.96306340782264;88979.79609656881
3;136.04743151765948;254467.09988583747;10;394.6457896783421;21470.124936269676
4;177.23082143995285;305565.86402071454;39;239.60477055068012;66885.97068965527
5;105.7760636774035;234759.8508568717;25;155.07965795073315;55088.21250366235
6;107.49477308351902;302025.5809602424;16;245.13644837502335;260056.84829655229
7;281.9478251766583;250039.285582265;85;396.859033842585;104635.88010372933
8;133.66387303941138;180021.47067897842;73;494.25370165701526;91866.32541536323
9;143.06082208358114;192529.5388554242;75;461.6901868965484;173527.30167022112
10;155.16533797916713;259597.9818059319;50;234.38494720563992;221436.76021470476
11;86.52347272943673;236182.65808675782;52;182.72095572168686;122967.17899327751
12;246.9464614881505;268760.2095340237;75;365.33755901472347;176951.91135725778
13;33.51369666607986;178832.31721835738;90;105.42996641506379;27335.885655747992
14;102.65196664868252;252445.53478699597;24;347.8042549271212;114345.92165650852
15;235.70077505365276;176462.80865954372;78;380.24678539948826;118500.06329080039
16;29.030382324633866;184264.6122951224;44;48.037767675730905;62954.19453287347
17;39.15076978405879;248324.2531150529;7;122.7553832389326;18506.477870438488
18;243.5969236903674;313202.2577473524;83;458.49760566769976;106706.85038924486
19;204.28627111751086;284486.700046711;86;491.82335814177253;29584.11277768146
20;19.22182955339058;194773.9478660009;97;52.46680298280248;33589.27491982663
21;284.440111274502;179506.55811126676;94;385.3315391076126;69738.99901966726
22;45.64345688158515;180753.27263629157;14;103.79116000723741;8489.153113046972
23;165.20474950502563;195275.28933571163;94;331.07926551010945;63179.098789264666
24;5.945150893302415;296109.1417512455;72;21.1899923160873;56072.19261776364
25;15.01354390386804;208676.29932113894;81;21.210419249870455;202484.95390901246
26;14.045342524773742;259994.061851687;16;26.14269492911643;145034.91327409408
27;281.29436600083983;290509.0797199868;1;494.7045680068729;198314.43199773834
28;9.918561734208629;266774.73700322234;13;13.816234280106213;204168.83414207966
29;149.2664006603576;297722.7105456863;5;484.2018578170604;221950.48180271647
30;87.59310869591849;244559.16771221964;74;173.45439908205068;146092.22017123358
31;193.19497288033577;306506.77575023205;95;275.5799127818889;32266.810706859123
32;60.69487342513226;292909.6080414888;22;146.43834851888957;11681.580646250355
33;252.7496020257879;216747.45309381787;71;343.579727777614;181546.35950406612
34;130.59405341087165;204639.3152429218;22;241.4562464396728;27957.473444118637
35;17.083201253569623;159945.89192646783;52;36.56186718617013;125853.42353364505
36;209.7704911479107;221295.38592297275;1;330.99759366355903;106438.32183111334
37;197.00830940162783;175165.83892876116;10;283.10799034346365;37546.00472036282
38;17.305169821496452;256545.71343884477;35;58.702005781548245;54769.15987039241
39;219.95760592340426;309597.13553854416;47;320.745100769119;174029.2310131102
40;20.42706391274301;162762.03347665461;9;51.998330045762174;159226.7893670334
41;81.34898133448137;164203.62214282612;74;167.72987820421977;50328.40168094254
42;143.48957678167744;296261.26191181754;66;411.31407761985844;242005.7215289092
43;83.46237157822239;265577.5958682771;47;111.44365096832098;141585.3159108609
44;121.5903575908191;226874.18149133964;87;187.43141370081878;217016.61977229555
45;259.4048007590287;272631.02078517707;36;478.44643433212156;262119.4476925749
46;108.83157745506128;300632.1040498853;78;249.17822215746858;100811.93163585407
47;38.71501021991921;248748.1111004246;5;147.4257407114543;191978.07788811676
48;232.65547767798466;174732.9702950508;81;404.1144424332035;136101.49355153268
49;78.98772449630287;284621.79934050795;86;240.72898035124993;48600.653044274804
50;21.451763784134535;223514.12991044082;96;60.21527866091076;37101.44499544273
51;347.56229277492315;274731.3139655506;75;496.50488622683525;153576.82030964777
52;48.56854299030459;239332.881748871;67;88.08402205479668;51075.8435234974
53;119.32104114372919;215469.56805130385;16;474.1376006197594;169624.64977551127
54;23.01374418975981;280346.3052018995;39;72.05204890364374;42789.74141299388
55;132.60740883024843;231016.14521828233;18;237.19844364527324;109350.43436732842
56;147.11467512903835;295730.80759210483;36;237.24840653894094;16937.664152062
57;209.00067698555443;253040.54423041036;98;470.33503462218;96202.54133999626
58;184.216144227154;286760.5356944428;36;248.51317878734608;149816.26723273614
59;13.931848890742241;312965.0243504059;34;28.285709562309798;188817.03004822464
60;266.2482061653688;273080.3376442822;22;473.73189188789854;190857.45638130495
61;61.413148271193926;245518.93345388543;61;149.85475883761006;14119.391627360557
62;233.6715663931997;236766.52700584894;23;440.060544442268;108352.42357140413
63;230.50193296375656;222262.0750320662;24;423.84259663456663;165061.38878392053
64;61.92196796262725;224070.6484311464;38;177.30454262868298;128098.35592842152
65;36.71232485876807;259236.01473637042;21;109.13202762998519;166126.8404777411
66;124.47712993589121;273640.72621676483;83;313.98803461543093;147269.99608837994
67;117.81958681479269;283597.85445671144;19;344.20710091496204;223336.52731883014
68;31.060073476061625;249202.66862902255;25;67.53386862860249;160197.2665665065
69;102.9587432340374;309165.55601046886;67;287.1266921470916;163696.138563499
70;58.036648927796534;151335.16221516542;30;143.36777929920316;126560.17703056095
