;p_times;S_times;groups;d_dates;r_dates
0;134.8650145829634;100.58477287859272;26;333060.97153208894;30468.57324957238
1;428.7685040525892;194.242144057506;70;204087.247530724;196632.2671791577
2;288.5671895126321;192.06281019693023;70;262270.3613808222;133908.56382114603
3;222.03926111348616;103.3958151601866;58;261785.38566351234;192523.74949764545
4;102.67903098442066;57.67973220679764;65;221982.5273209872;89861.98176425145
5;400.92771682143535;126.49708941402945;113;246188.67335290194;156879.49919015393
6;461.26423650985697;301.3623242802681;87;233560.6847835196;110292.7768673777
7;464.83289585222997;177.35271903302882;10;262718.0486309038;107614.68039501504
8;493.56147329714923;298.94081710139983;108;222310.7569362997;63312.0941698947
9;4.232063736682342;2.7504936635323047;98;284923.49933343346;61647.988055855385
10;149.92653078642272;71.53941608529873;93;232366.58212690725;227542.3161599628
11;289.2504476431366;204.28922359994135;24;215686.86821317472;9720.781732386447
12;318.60238025788954;213.05319680097654;43;246141.10372904196;231472.4361245288
13;103.69424013256246;65.9483884402999;103;310764.8199554137;42418.27038363617
14;259.7762396295013;94.59439738536962;0;236360.8583232583;209937.57423561846
15;36.70569159286894;15.760167783530944;14;242616.67622699554;30959.591496770277
16;411.45062291691096;135.9514769322749;104;322135.06907479494;289983.5778952306
17;147.22648983769767;43.40410992971698;45;292554.79485507624;114866.70042048879
18;301.8119332067355;161.03934436582696;17;296134.032798485;120234.39332447492
19;143.27819771606198;61.14983343719645;64;261458.82810487825;133977.48244962722
20;260.83616081774454;95.22745986522163;56;315060.274435795;270081.263154754
21;143.42400934076102;41.55144163120577;45;320027.67780839605;257147.25077747394
22;319.9793392433611;141.71096064266638;28;211004.55795617687;42774.06922389391
23;71.50998855857695;27.194560793240242;80;287685.72056361247;33015.09599749514
24;499.12057669142183;369.2633952081422;47;331601.2064466256;111394.50593447173
25;139.64745285326396;45.36794152303576;34;252389.20468025535;108972.60033894876
26;163.83597483448466;50.046171712198074;54;233568.71207029457;174844.95684567958
27;101.46772333035446;38.06019567867587;53;299969.86257535487;139312.9649810024
28;41.49844508475106;24.886550455324524;101;224115.8749941785;158699.61589191633
29;436.55467961704113;304.8122646926842;72;301769.24543236796;8615.715577816429
30;79.42478912545174;43.01461851281178;37;311278.6029818578;231236.32806510327
31;84.41889366609718;48.98783666770234;59;228273.02913655352;182029.09702264244
32;448.4897924364467;307.8505071054237;58;213147.13501728754;170249.4798176938
33;276.9135589945175;69.83996932678401;110;209649.49669818618;98290.10878890911
34;214.30691795709765;148.8534319551452;6;325696.91373500595;143619.7210411918
35;462.96740265724424;193.2240092065893;111;328066.13127409166;173209.04228772104
36;178.81371553250221;55.80279671505103;72;323684.53935962496;11457.034604063525
37;101.33091173194128;38.61232844207748;110;219322.8066407907;102813.12119390776
38;65.61242361039689;38.06278987529238;13;278100.750520348;216266.0179160307
39;302.90904864428313;225.74308783079508;26;219578.84666993108;120884.47286458335
40;152.8683935982221;53.09697710791591;46;307334.5185037955;182783.161317407
41;228.8813381515814;87.62722796357383;58;268356.65288960654;31912.639687495317
42;191.90835339636155;61.97044688373936;11;225046.40855488018;146034.51004512695
43;449.68791744049895;318.8885583925351;117;333312.5184356064;68583.72060362187
44;232.10771303358678;157.85309582278015;119;326446.03378623567;314151.16783735965
45;191.90086388285675;141.52494580695713;61;227458.62699426044;43667.40105713125
46;474.4435508977378;151.37028613623406;28;327475.6310148343;207207.73905146652
47;190.65093548713452;131.9889485261519;55;245080.88046198484;121484.03662528956
48;256.4511973949136;154.92883607235203;56;208829.39452016816;196948.10100643497
49;255.6772434475946;143.21706051941575;108;305420.47438347107;113444.4892112843
50;470.67929843522666;312.2529818195658;82;236525.86963490216;163760.85446601963
51;187.34346943981237;50.046529388580886;22;303978.19414279336;62777.538631422685
52;329.2671956042296;106.14709143055852;74;296230.0370928118;293073.74351415056
53;23.637029528357388;13.843257665099339;40;309121.53892631416;221299.76205077177
54;326.15431687718205;194.37278834996138;78;242425.5429922499;120266.17163197363
55;190.43847441137137;119.7113090773248;47;219907.6236044724;109065.51658031107
56;291.85046575629104;182.3342586730074;0;212090.1221650128;18393.579172526635
57;371.4695840889483;165.51963064863938;41;212079.10857884627;34560.644793354724
58;344.36806304545087;178.85309115516193;55;316744.41452141094;28714.812642002682
59;79.87864400081205;51.997366472074916;67;208141.45138331907;90731.36504392757
60;332.7340786467421;185.75461100923815;11;272709.6355573257;120033.75371624478
61;140.0852218499676;36.34662354323576;62;221361.64413145767;140398.3121924437
62;203.73592365991993;104.942072901681;49;211565.86761496624;116595.70595254259
63;351.3790513553294;202.6145764258642;41;304366.0038634507;241180.26637119715
64;4.594289755927596;2.951870969482739;100;246325.0279394656;27826.01264927831
65;396.8596448592153;258.20421483623016;51;219579.6148309887;41556.562686160636
66;481.6085714197113;136.40342126134354;17;255033.86982579547;28510.5971299711
67;344.6126387431334;132.82895416757538;3;247342.73707976582;214562.54775789843
68;197.69079547388208;75.65055633993316;105;253626.71756789077;39336.67695854331
69;397.77581725230357;280.60792757899986;19;210926.87172805588;108224.29289120159
70;118.03855293104074;63.602086588905486;61;233521.60682115934;29654.236090318846
71;230.35689282904985;151.57556243597224;117;314351.6300470675;291942.5483122714
72;310.2251663030033;94.84020617301229;73;261988.70297597809;13057.306020004808
73;398.68145151537954;284.7560779816668;73;241545.3358673147;38482.23976746144
74;165.02505085063342;43.910394124634486;111;317216.1061623038;111984.31686214427
75;34.74398006717025;19.574915099243434;86;315848.98953220976;119560.11085118572
76;474.9287076362668;242.23131588846258;30;254951.53724837676;155951.88019845562
77;214.17802171011655;127.1598593248007;74;268930.62665467843;249233.02488272905
78;372.32420348632996;153.84543210943704;8;237428.48279224618;64423.01844435682
79;101.99282581900694;54.05223302607658;92;233793.85070050007;10274.48635212392
80;495.8856277707692;363.18252793230056;65;244259.44430141727;92097.3446108321
81;64.06330246801215;22.671076021529824;14;330655.525157393;64942.14747553474
82;299.33513338750316;96.88512180661152;67;237897.6850579128;37569.082675800106
83;28.670628799085964;19.779077856414986;94;330994.2068377545;146696.47675260768
84;178.72714924293942;99.80495878632568;43;283736.1935738647;45600.85675060566
85;261.4041437991706;173.4502978414398;106;258329.77052225263;191058.23338351876
86;52.11431541078087;17.90505711180725;101;278765.6220525431;200296.91896309442
87;345.3886738475548;174.17704399997496;34;323009.0922377278;176404.21350739733
88;27.674475165072753;15.295838587847575;85;221950.03915672682;193831.23764406904
89;323.0013388414348;205.64298194199029;78;334637.5158021145;294095.4544931621
90;104.75820932309712;68.98511775173581;57;282048.1590969337;93457.59688787388
91;108.89189787817216;50.97455821678804;91;335552.6934587775;110884.39958865913
92;121.56147762335912;69.55677721596444;62;222529.42532222078;175305.50411442813
93;411.03071847963577;142.73204355084886;30;233644.14516367606;3640.44763517794
94;267.4743044486943;172.7455145420651;1;205922.3359546775;144878.18507034107
95;207.11647686938264;150.8576783084028;114;235912.11518156866;106045.57777887884
96;45.00205131858231;20.388724509795512;37;210698.70812082378;30711.590749679064
97;173.21415483192723;74.36755153958326;16;234616.57236635228;155418.13440264217
98;29.220596479677454;20.95790433930891;26;294074.8049036358;49768.33586545578
99;215.16786661841303;120.70970663097354;39;253224.33669897902;162062.54189639282
100;168.66779197016018;54.46067859817747;38;202551.702827058;142359.45231710142
101;457.0455058205346;184.37300052030528;88;321455.8666956027;299420.7079241953
102;152.71057624212054;60.635574082960495;112;253537.40894177536;233299.83484123793
103;88.03298733626502;33.72477905128204;7;234688.6229112685;166093.46097380779
104;287.5347145388205;149.86808873613117;48;272447.2654671686;159316.45363591332
105;346.9074002437903;201.12741167788369;69;250941.79927451286;58919.18639214982
106;117.87814660957675;79.08754984131762;83;205470.1306745871;115624.0032297453
107;130.0154926561874;67.26416447584796;67;211545.0939493424;15458.941427065387
108;93.13755038453144;54.38066474869798;96;240332.84892740866;1224.6249936723495
109;89.85405705553212;43.42277596725311;83;257051.5386512606;50890.62758184017
110;178.3462318920778;91.81308619067896;8;264457.28718544124;206825.43034747796
111;247.95888769144;175.90796446896758;40;286814.14405438036;284781.8431070345
112;203.41972060456152;127.6155173998065;117;237352.77925709216;161280.17506434055
