;p_times;S_times;groups;d_dates;r_dates
0;50.318425861797095;17.704502837050505;4;345915.9432904397;22175.238181472276
1;436.2340134163871;325.40848339816375;110;281355.2524355301;105841.80207843332
2;57.98205232755141;26.35384160825975;94;213852.59327974607;211849.05564492012
3;349.8456889252124;103.59775133560609;85;212251.8468388438;68534.6461166751
4;28.350877782551137;18.638533986466722;71;248213.55843488994;69784.40694171551
5;121.71510418786707;60.18232538083137;100;347117.40076330135;111228.03273845855
6;376.26166036441634;193.55104353712113;108;301888.38308490673;146910.63356200483
7;178.95248713327717;89.94724186158439;105;320424.91726812324;7057.251873755429
8;84.03311497838268;57.889998721301474;29;330583.9663779077;53588.60127191047
9;146.14013501070426;62.35591056024602;77;216462.6752871555;203621.67420635215
10;353.84217704520455;160.81385045734675;114;258484.94326739537;167796.64631292166
11;226.63921743631047;87.10377353746544;94;318327.80563738104;154648.29405171494
12;6.09950039155074;2.2767893801284544;93;327143.1994665077;148649.84884075008
13;33.11169423112564;9.10130963748209;88;237066.24732347167;104832.63725039264
14;382.8780820533836;217.90734269715207;6;312230.5933033456;281182.50609746296
15;463.1799339330862;274.80485906810867;67;228374.51695585874;220554.46657387624
16;498.7433779545943;143.23303851357247;11;279220.3580939697;95469.22736050488
17;425.2591143445783;149.9255162520678;24;322746.4027697133;282558.16624546365
18;53.34317892528948;15.946199755849603;77;247764.50563561317;152648.36039624878
19;116.39202810838455;55.71282646295484;93;229442.96758348143;188841.9699926923
20;283.19808696340584;79.5579807256744;58;329578.0556169825;214968.45226231174
21;450.1469425379779;184.67018794312608;7;337377.12419435574;280090.30337373854
22;472.9400295530525;335.0508666982328;94;305189.7396196177;133356.33535029317
23;187.40722379320408;91.25206285031891;61;277539.94401254295;24833.593530145936
24;227.1242756987372;151.4869850177994;113;260939.97869075375;38370.18296275641
25;143.54167387414768;81.01621291896525;40;257972.84048576927;45647.394882225395
26;234.54849881885505;111.86041271254817;86;268952.74361213454;64137.599744607025
27;196.57527777281163;130.8415243649471;45;218782.68066974776;215425.53228802045
28;484.7788431137486;248.01985900102707;5;210826.02174673052;123193.1267506762
29;169.6959163170379;72.16701624225138;59;273725.8363563112;270938.12732669926
30;466.7326692348228;232.80197379727107;40;222587.70117161018;147396.89597025575
31;477.23153098639204;234.9024751536494;48;224253.994193156;18000.763565675188
32;222.4864944755045;122.91013108468098;95;330547.92011660396;124111.24345384732
33;69.07880110533105;32.40341545096127;80;310815.21873718064;113756.6156645252
34;231.95836707767444;164.32341349753918;6;208678.5511727481;172880.01474166164
35;237.38969490017223;167.76250433840437;102;305670.5876526155;301641.12380151637
36;192.48719934075157;143.20066349647507;0;331752.9903704525;133817.05464707306
37;228.78635078116463;164.48767877636485;5;308308.38464856154;297162.6344226901
38;441.04329412581836;235.1356164775373;16;345061.0468448227;156895.9663813198
39;490.78180192230195;195.1385845990519;108;211906.59227497462;176198.10645312
40;209.70892539225835;90.78274542568123;24;267531.2479024173;124291.35942864185
41;487.92969877335287;190.2508025955404;28;230784.21338149344;121149.37937539525
42;247.59685989006454;129.18835693288582;71;300768.02776707616;76499.568566309
43;144.0203222229469;87.4603302348937;32;291579.51432796055;274406.2677688255
44;8.350900918028879;3.050591255804632;65;289131.1039317404;145693.14214503125
45;28.452369792374764;8.125693772085672;53;223534.64544574337;193112.83362924648
46;135.4075742344651;90.96424671702285;66;321352.4896488748;279800.5155722596
47;220.7334181759195;160.68772341791697;77;320068.96653717745;317146.11859455437
48;35.11213020283575;12.190210018952849;81;213067.74881752132;185861.25527709257
49;187.20346342007954;125.51825444842768;91;273609.91260297474;270527.19649005315
50;67.50510517647731;24.812409790223686;70;271158.076009718;110848.11900126708
51;339.4632924521661;119.26052315372829;77;209287.75530510527;84424.39796798678
52;364.6691128081577;229.29288468264528;5;303037.46623478207;217315.21824202058
53;38.19842564107721;16.2570055405177;23;322991.22521841177;293439.9121175726
54;5.113728950354504;2.9386234631587707;38;267408.0860996166;163742.5942681575
55;438.4475249864121;277.6718585325744;18;212500.20353830414;187225.4495833121
56;339.4286669089994;206.61114061631525;112;254159.13828280583;16546.24887253345
57;220.11416299724158;133.71525038413162;101;297063.4073978404;226162.11694982083
58;310.9809875875049;89.24278985574347;85;333611.2557788724;140176.56861916668
59;347.1164481477972;158.62177338147083;74;318979.79710264126;111891.87428586981
60;332.86775781477695;133.7979114879172;2;346432.58331231854;3325.833955080987
61;182.25888652441645;128.9547218099042;48;325348.3426834153;214013.33756399457
62;10.115036843100462;5.976743710107143;23;257036.40553815186;93291.49343366001
63;453.04027622245377;251.2168843722341;82;282954.5219306908;15089.52136810323
64;62.183018350814706;33.06832874948722;16;258722.01390815538;177516.2143328452
65;416.82186284136986;266.69166459302;20;257994.15939616022;20398.429774660366
66;213.10605630474677;116.69315836649604;0;325477.58700297476;321019.4764634602
67;352.58779960740395;107.36438809785936;106;264752.26185946335;101877.79517322314
68;269.5167455174987;192.54489109332397;57;286097.5394398204;165050.2098994036
69;474.484848288032;343.7811311581184;98;312805.3667440249;218781.73289176144
70;470.58252032486865;166.7866494375899;43;280405.1515237299;140238.08239149564
71;69.73750411548153;32.47256000372646;34;323661.6824158447;131825.56394215487
72;357.53540295142636;192.98589115169563;95;289682.06690787186;88201.7174960332
73;483.1206543129159;124.23111150901586;8;265600.00424850744;1021.1151328133561
74;73.00125640922218;45.93615715109783;97;215480.97311340377;102940.25217501586
75;99.3139257553718;54.93317177595947;114;263628.0430948634;221891.8405919079
76;229.07922052051362;148.32598273231773;86;313073.21613667347;5097.615328510613
77;322.2627552473001;121.41054642147063;117;248062.07567089243;111291.441253257
78;27.381269846313455;20.32804327934638;113;279240.6088656976;73813.86403215847
79;64.80917911653924;46.22222394761187;112;303140.31648670795;265642.56088872306
80;75.8169852288744;34.145158216906076;76;256155.41706005795;212741.8440790541
81;32.65572004247936;8.424652167899081;42;303762.6437684284;243948.5163215153
82;82.91344838270315;30.019277425958073;75;238558.09160949517;170324.7965401868
83;252.18367143143254;107.20054156016506;76;300892.75238741847;44322.2446257514
84;3.8480336263454435;1.9101131318235502;104;227767.42022053216;58533.34595397316
85;53.665700080577835;21.349967240824135;44;327184.25692971435;66993.88352425954
86;178.14491568567016;125.2515502192486;116;260744.3264429221;81852.23623856879
87;42.44916828803592;25.294685416337035;51;305107.807628709;240717.19232364732
88;145.6547396309351;106.25889314635923;8;342862.75038109557;224126.16062035767
89;72.97029150235875;39.672442178445884;55;323972.73725014296;191806.12905492057
90;398.8473871892002;176.23764490287533;65;260533.94025692882;137201.97563894498
91;258.70152088062093;184.5700240457152;108;260227.38352159667;120156.62634582412
