;p_times;S_times;groups;d_dates;r_dates
0;166.18961977353445;68.4869715816863;1;279866.1437756537;123532.46908025462
1;127.51094438346477;43.07869311237634;64;292318.37811013823;68511.5507422895
2;62.539385741870184;42.58488345611292;19;249799.9966303453;210289.69769826156
3;287.93525817342737;172.32401083924566;50;230271.2398783246;179694.6532929376
4;79.8959948667531;50.515386225450115;5;245090.2333674617;127616.48295629586
5;14.837705223648054;5.767710008933312;83;255228.8738214337;130330.89016036417
6;9.281777393055151;2.369496349281941;101;321209.0221200477;37240.85314371133
7;450.21936209007686;245.41678572049298;93;302608.0798123974;144147.40584459182
8;160.03330109152213;105.75906204340795;55;306488.92307031207;176169.0806212182
9;128.719084925116;92.97130233231375;12;290690.74343557353;76305.66531589905
10;449.5323576127176;318.9084308622897;56;277558.01892630267;207485.58802824942
11;388.4939173904062;194.11266482017157;97;275386.34861355106;153559.04698567523
12;479.21769216011216;207.44474276462591;30;316898.11409975874;180650.21257304086
13;116.58726224175574;29.288334945302736;92;266324.394337538;144688.3652150982
14;405.40837226510723;160.90768158117845;114;355180.64217850484;300945.24427115446
15;226.1757830868876;72.83315529126894;33;325052.6927492992;98743.18843337883
16;194.58751542176105;85.41436413001546;65;339376.0418843981;200664.89464769536
17;78.54294878252898;26.281217470457445;119;307999.70868782804;297188.58690180077
18;234.29455465367133;139.00012201540707;101;310191.5883489612;281953.7130952347
19;261.3922992575224;89.90444170777651;117;224437.8592120386;99015.24252932651
20;29.427958420194425;17.783539499754763;64;334480.4672133314;94948.30450481991
21;315.463627782429;178.63330483262982;88;351358.9522488523;280570.4005424584
22;330.1166920088166;141.71010799472452;91;291822.19903228513;243090.2462994713
23;236.46486400331645;151.57122080870664;45;267266.5046244165;98753.04306098833
24;117.42983171763457;66.75861031755429;104;272167.97228426853;180930.2584263134
25;364.64448586832793;98.67395483438975;104;245553.59389175812;11815.53355099768
26;173.7367155217852;64.23702390398344;88;241773.24226861564;202942.03904726982
27;288.0975265231072;140.2278950041575;0;267698.6727440256;186051.960465379
28;271.9621983167933;141.83120518825652;32;253307.71273281903;60522.81725472782
29;144.9199508384174;70.4139063602064;11;281218.3318935684;30833.19737222042
30;4.332156125224072;1.2272716281401346;31;304072.82600624516;278137.9535829616
31;299.8660608334655;140.49004515518797;18;233528.02302025346;214793.0332484991
32;498.9134054682717;301.40274941499996;40;335599.3490656363;81444.16201274036
33;494.17762652364854;281.7925323271998;41;230131.1438431306;65396.88817304646
34;398.17355776809796;156.17757746963153;53;315813.8748050116;273302.72746314603
35;50.35872965138328;35.2072119052198;81;263485.24682567216;72273.36566326089
36;125.92244825350814;39.6888750230056;12;349607.1590478639;70621.43868005967
37;291.5589761815262;199.71215933583264;74;310312.98239973886;118372.57645817526
38;193.18352011407532;135.23699870751977;96;278065.9091362799;192255.94006935405
39;191.95342636881324;57.561070659838066;40;347789.48377083126;333808.26344806794
40;278.7763079195844;182.25315714946623;109;338228.03701397014;2016.8651163362474
41;497.5907533217989;356.9960264117889;110;307953.2529727047;228954.45855201164
42;429.7550739376879;297.6244283262328;112;319078.9128243849;207471.36876082403
43;334.30552943995195;141.30286646214927;54;267864.67994949355;66058.45392345871
44;355.41867341636794;99.90655926360385;96;225676.97592830614;223647.97045410908
45;419.57796142400565;254.88767133610332;33;294319.5961515163;198796.66740374503
46;130.1832029254204;49.204081297233905;69;356315.17878968787;165983.18570181282
47;82.68808201753473;44.39140860077497;112;280025.900306846;33305.687354998874
48;458.4181549958759;303.4866247940686;11;274416.37795264303;3053.086725800661
49;303.2656295377568;91.8030320599815;32;347674.95533257385;334329.8010779832
50;448.2887780883439;295.4588133173042;17;319670.34228490305;28311.832047586387
51;135.71259078500145;72.50680894203846;59;344151.17413135583;22586.139508858323
52;72.82460682187919;41.231980253133116;22;315214.48160233826;78995.72121230741
53;444.26316571841477;284.6438365937217;87;325524.41698852304;301246.6042530418
54;414.1899719656221;130.93984751561447;35;273724.78072852764;77438.91959476548
55;447.25993248040743;226.85530389853062;33;294816.09490451065;260555.30109060463
56;179.0351071882027;96.11941496554167;104;228173.55081394658;125421.56260918833
57;59.799188309625656;19.773736076255112;92;232454.4162248319;96920.14392975206
58;413.2961962912137;218.9413103997339;8;280323.77662713977;256446.7687103021
59;158.6223207350743;117.60518658506214;12;353997.63204265764;316940.90815695433
60;8.742773118102484;4.916108249826569;41;283691.0373934795;142759.94513879257
61;347.10583774383963;127.74007100573559;52;331612.99512909475;41633.5099627387
62;67.7945502292739;48.72113990661861;14;239425.00844509;160022.90460321162
63;87.36967131194568;37.855989267381574;51;245568.39199320364;152875.95553907775
64;354.8702368664361;183.99959253138607;16;226383.36387108307;35673.43190515346
65;155.05579558842072;100.69104232834023;98;336928.23530545144;105615.49877938855
66;29.850453415524957;18.220218051850804;117;278846.1743718099;54761.74417162548
67;444.89333865542636;119.8982419071522;3;216742.28367488823;63475.20528253431
68;102.37187633805343;59.32470255996536;114;335267.7693344607;298722.9154770363
69;24.206891726872712;6.510960306642263;115;233829.59505737154;31240.30374497484
70;226.11843706232244;159.89488707333018;51;323736.3734017997;264622.6261138902
71;424.4376877783794;243.02580253868322;89;352111.4576767809;75477.44406735245
72;15.998820592104572;8.875960753016368;118;311480.6211021713;71445.27444115886
73;347.02284341920665;200.50837085560474;60;299947.84214418655;156050.71362579768
74;150.08341297234753;42.99721641053745;13;290976.20953923435;80634.98237781873
75;153.30314016005173;95.09721315393666;44;352351.2901099095;326668.46171810885
76;482.5337671935628;333.38643546369843;79;237641.647565514;87640.36850198056
77;91.5701492350994;48.2848185454666;0;331080.95964283106;220002.32491306664
78;173.65094299519106;69.75715926908502;65;291140.7271263372;215694.75858062186
79;209.23264584489402;121.58488857979613;68;300611.9779592528;126359.00915909388
80;36.092360504806344;10.269168758046755;74;312443.25980818644;292261.1839194562
81;322.11542864852424;218.83099499150268;61;353832.07073884195;5970.586862695202
82;318.99338250978735;168.4476494264154;59;307605.29450715304;85.63334384821832
83;457.8995399301185;340.80841183132566;106;332605.41867816856;326003.0334440364
84;280.14944833753674;95.52547239414906;14;222062.2664804869;100417.69879218495
85;161.1813305302457;52.446089638727585;92;264225.3271320498;201973.15031997682
86;29.526747566097697;15.21629925311548;40;272694.5191719761;198083.67485851145
87;488.27779599064706;274.29767618477166;58;298195.54628466786;139621.97923576186
88;300.77120579986365;195.86007041669308;57;346428.62118677236;42047.971977313086
89;162.7070379646536;70.63421617170026;12;273114.4287625895;43476.17618395642
90;308.3084393486495;146.68940990844106;63;260691.67973929283;10169.444520072995
91;309.74447643871986;105.36829674252228;93;222040.19080435747;59322.497595631634
92;278.74089577166836;141.14595974458487;45;239188.7205888478;237460.45929110263
93;206.09239431024068;90.85342640438522;94;325912.0795720477;209446.16641099929
94;106.40671004267811;50.81126872486625;48;251600.2396082329;192292.75057487655
95;398.5807138651749;176.51282007052515;52;246398.36322893912;191993.75210967835
96;1.6786132029440226;0.9812453946365319;93;321799.6069740825;260514.72138001613
97;305.0537667762893;114.69825132061654;7;235024.56549959807;184850.52389588824
98;63.16060682287945;22.134122349147827;59;287410.8061994907;57822.023600192435
99;25.62719242596245;14.572910647895593;40;253117.97755687172;78706.13349929573
100;159.3157655002832;40.965938372618744;47;254160.38804653948;159450.06916537296
101;127.66890755565092;67.6777564489661;16;217200.46609047032;114746.20305664917
102;439.4125250549015;173.24883826905494;40;222369.0685986715;177181.02703404168
103;306.2627884908643;182.62551379651373;108;302314.5191127398;277382.0714506908
