;p_times;S_times;groups;d_dates;r_dates
0;333.814365815846;218.57707430211903;64;223906.9427472799;127190.02958675796
1;322.1838970410117;144.92833007561563;33;346371.03573977813;106268.63926449066
2;244.77534050187026;91.92068313518195;113;300591.1550972221;31676.51810338338
3;257.00647115809863;164.4526245861839;27;264183.65939354233;66074.17740464075
4;84.95090888011735;52.72792786026317;49;264024.94737700676;118374.93403159868
5;95.22977962726499;41.74771282219591;102;247921.4352539221;125604.88553836542
6;389.41409275537694;131.601272863757;92;291751.2516900883;191435.38698007807
7;270.96288509752236;72.10447167824287;44;273578.24395603966;236907.7665711545
8;12.606788844301018;3.4015278405264877;77;275399.65162530047;75737.42100324796
9;27.376815369459827;20.099993115664223;18;322395.4443134452;62337.995469939444
10;420.59188787047;174.3962402379094;0;290454.8608193293;249028.41803909966
11;351.30589885974115;252.02393534198322;95;231722.57314711;136526.02846772957
12;363.6605489174353;241.9348074058488;40;331669.3375722191;139471.31506682036
13;406.9532087846933;125.8519816854571;37;270846.42088794813;115448.15616149997
14;467.57148003260284;177.06674334365132;106;249898.54305341508;232109.58336375217
15;437.86803552507973;209.45888641489825;0;307167.43224400835;249662.54953187535
16;220.06475673931956;164.62093491523305;114;309833.4465964923;268273.3430073095
17;93.9964245607528;41.54044789915731;77;275958.10801245325;84550.52519107534
18;374.97909816424607;257.026830257476;108;226362.5105934819;57130.99875487093
19;269.1446070938684;169.3388056817707;63;252058.7569385724;172589.28559016832
20;277.32801272309075;185.25494247589424;87;226642.8151835061;69534.53946859032
21;138.78320722805915;71.10235550763764;25;309796.0907524588;28295.74436200041
22;497.50475106135207;152.4212535383268;48;311871.8919614401;113444.39982642903
23;72.06794548978574;29.142850029162652;68;223821.486569154;13044.212523159456
24;197.12501775137525;134.36911901269136;19;289859.7793484647;115803.07556600508
25;190.99315858726905;117.63880615402904;111;250413.52299606104;244463.77923726838
26;92.35481071743865;25.175370584964135;101;212617.52991359253;195595.63439750543
27;273.63884585544434;147.48064440929835;83;218419.08094388733;203188.15811168103
28;430.40141542735;145.52692359123722;65;224464.23299052785;127702.51343573356
29;412.63896313158114;255.44015769813745;77;281012.7364345063;161725.92280976754
30;25.35510829897147;13.752218702817784;104;294124.57069678686;260373.09196267804
31;260.5975794231323;129.06139360857696;52;243869.44126339402;13113.730638076402
32;45.17305225803314;21.0508588229567;81;331723.3397323704;282556.1071556491
33;144.14385342222667;36.08220740809731;48;297684.74037556775;221896.771551782
34;394.86362803371327;225.2424319761886;73;341723.3648219602;268777.37061795953
35;62.05333575793871;42.67506517799405;60;241317.9617553333;10581.908380158398
36;244.19733172261905;81.96807996360846;34;337810.32080201566;272494.3828458087
37;270.6994091860576;80.38235750432881;77;228102.79062698517;154031.26783022503
38;379.6661113917398;175.41204250560514;34;336367.42617233476;52565.15841715962
39;457.3329385477035;274.64565944511685;113;303631.5447898431;265211.70955325605
40;31.831894463971885;17.62743653701177;94;327104.0799746185;192104.97030291136
41;72.85065625059215;46.54131709887304;0;289104.1900875709;100681.28155942894
42;479.8480246472538;198.76001813099896;88;216774.31789786252;134402.91364863887
43;240.11568694923173;85.41871514207888;26;278492.9450379914;253595.17452984297
44;340.97724252293114;185.91721225621458;19;303416.9785825829;100365.85654292538
45;111.08204305969963;48.00128533795887;69;275755.81449332915;236412.59282502875
46;261.5325154449208;93.24035112387193;23;221812.19340869685;173078.67762489556
47;233.8842681542848;115.78414170772021;20;323148.17221206764;238.133656626105
48;180.25933993880707;106.1160254360967;36;294264.5722011049;99042.39488505076
49;484.01923421794385;165.02574162869706;43;249286.77434658236;187989.84692494554
50;10.694475104488262;7.227657810165082;14;228423.80676761095;221370.680237659
51;216.5378784994224;107.97421110028063;62;302705.36357959773;40375.805895583464
52;137.16130400908958;96.29198034323797;40;286603.6468453752;60796.386832083386
53;220.058417042592;163.38797384655865;51;316039.05009812827;27048.026091095122
54;323.2256909166006;206.54119825258965;110;310985.6508503144;186129.88306236832
55;395.5349827042544;240.46894547998426;70;341966.14628698933;617.2793553400884
56;270.39564546664235;145.3326203596922;0;349411.68439621275;284800.31612762186
57;378.34916199554885;210.13415379794824;112;321496.0327516273;271999.8082594831
58;313.5873219886291;118.8696234882148;45;214663.05041101054;20486.89708071467
59;138.53278593850416;69.87635806881974;30;322304.15302120347;228973.4846829012
60;390.6746505468716;227.8989861667492;41;342398.8745709986;245413.73063854704
61;243.32035748703;126.12982486042853;101;292557.25304518174;198421.31871583933
62;396.5361445212177;156.83364470429922;16;314029.64551113127;276857.2267721032
63;88.49080572074375;23.863766276043627;109;240427.42019203142;117206.96855043001
64;72.2096826280911;42.700110627996885;110;282763.47162469546;36046.756576707914
65;407.9396765961776;142.70031225585507;5;307744.2602337975;129337.06686016562
66;10.750395924690757;4.4655219300436615;109;281289.07866516523;34990.35771308666
67;328.5812263241865;113.09186513203993;113;309951.3932226928;144617.68856446346
68;131.58667119061997;78.01807262125104;34;213060.49591433824;78106.79075084193
69;7.177532290265002;3.581817502953718;74;317141.60985712096;135881.43762261854
70;296.3043979496648;123.97845927493617;31;284449.9258110529;273615.5057856769
71;55.96911180378762;14.128851354298208;38;213277.73216636054;206019.67478483822
72;262.07252790829324;81.75265763256594;111;349663.74150149577;213422.5798806707
73;298.0224464400828;210.08592612224652;94;253681.03882573888;44537.067696915045
74;141.74166662674688;44.66612711917351;74;296657.7361170693;106651.95559219425
75;468.73276005290256;342.12364141130706;97;235966.78386519963;65229.997714559424
76;89.72177127344244;28.032295069128;106;318714.5375296679;259738.81621456824
77;248.7578023876792;82.16439172524322;80;243773.3248894684;65243.29584829363
